Date,Last Year Quantity,Avg Last Year,Average Temperature (°C),Average Dew Point (°C),Average Humidity (%),Average Wind Speed (km/h),Average Pressure (hPa),Quantity,Max Rate,Year,Month,Day,Variety_Mishrathali,Disease_Flacherie,Disease_Grasserie,Disease_Muscardine,Disease_Nematodes and Parasitic Worms,Disease_Pebrine,Disease_Uzi Fly
2021-04-02,3.0,304.0,27.9,8.9,35.2,9.7,906.5,10.885,369.0,2021,4,2,True,True,False,False,False,False,False
2021-04-02,9.83,380.0,27.9,8.9,35.2,9.7,906.5,19.078,456.0,2021,4,2,False,True,False,False,False,False,False
2021-04-03,18.701,332.0,28.3,14.9,48.6,10.5,907.4,22.601,467.0,2021,4,3,False,True,False,False,False,False,False
2021-04-03,7.682,303.0,28.3,14.9,48.6,10.5,907.4,12.982,362.0,2021,4,3,True,True,False,False,False,False,False
2021-04-04,9.618,311.0,28.6,12.6,41.0,10.0,908.4,11.832,395.0,2021,4,4,True,True,False,False,False,False,False
2021-04-04,15.608,330.0,28.6,12.6,41.0,10.0,908.4,16.25,463.0,2021,4,4,False,True,False,False,False,False,False
2021-06-01,10.278,279.0,26.2,18.8,65.5,15.0,906.8,7.436,470.0,2021,6,1,False,False,False,False,False,False,True
2021-06-01,17.216,211.0,26.2,18.8,65.5,15.0,906.8,7.92,376.0,2021,6,1,True,False,False,False,False,False,True
2021-06-02,8.763,298.0,25.3,20.5,76.4,9.6,907.1,8.648,486.0,2021,6,2,False,False,False,False,False,False,True
2021-06-02,15.523,220.0,25.3,20.5,76.4,9.6,907.1,9.772,390.0,2021,6,2,True,False,False,False,False,False,True
2021-06-03,13.033,220.0,23.8,20.7,84.0,8.4,908.2,10.323,398.0,2021,6,3,True,False,False,False,False,False,True
2021-06-03,13.52,290.0,23.8,20.7,84.0,8.4,908.2,23.164,500.0,2021,6,3,False,False,False,False,False,False,True
2021-06-04,12.473,204.0,23.7,20.6,85.0,7.2,908.5,9.919,396.0,2021,6,4,True,False,False,False,False,False,True
2021-06-04,20.02,266.0,23.7,20.6,85.0,7.2,908.5,16.48,480.0,2021,6,4,False,False,False,False,False,False,True
2021-06-05,12.38,210.0,23.8,20.4,82.9,12.2,908.0,9.165,389.0,2021,6,5,True,False,False,False,False,False,True
2021-06-05,13.08,275.0,23.8,20.4,82.9,12.2,908.0,11.784,485.0,2021,6,5,False,False,False,False,False,False,True
2021-06-06,16.386,264.0,24.8,19.3,72.5,13.3,908.0,9.445,472.0,2021,6,6,False,False,False,False,False,False,True
2021-06-06,14.492,211.0,24.8,19.3,72.5,13.3,908.0,8.33,373.0,2021,6,6,True,False,False,False,False,False,True
2021-06-07,10.592,271.0,26.2,18.1,62.0,10.0,908.1,15.439,468.0,2021,6,7,False,False,False,False,False,False,True
2021-06-07,10.819,215.0,26.2,18.1,62.0,10.0,908.1,7.616,386.0,2021,6,7,True,False,False,False,False,False,True
2021-06-08,16.017,280.0,25.5,16.9,60.9,16.8,907.5,9.562,499.0,2021,6,8,False,False,False,False,False,False,True
2021-06-08,9.984,225.0,25.5,16.9,60.9,16.8,907.5,8.214,392.0,2021,6,8,True,False,False,False,False,False,True
2021-06-09,12.901,227.0,23.9,17.5,69.6,21.9,906.9,8.503,370.0,2021,6,9,True,False,False,False,False,False,True
2021-06-09,13.892,292.0,23.9,17.5,69.6,21.9,906.9,15.904,481.0,2021,6,9,False,False,False,False,False,False,True
2021-06-10,17.47,225.0,24.5,18.4,69.7,23.3,906.0,9.022,395.0,2021,6,10,True,False,False,False,False,False,True
2021-06-10,8.829,308.0,24.5,18.4,69.7,23.3,906.0,10.136,470.0,2021,6,10,False,False,False,False,False,False,True
2021-06-11,13.322,303.0,24.2,17.6,68.0,28.2,906.0,10.548,512.0,2021,6,11,False,False,False,False,False,False,True
2021-06-11,17.59,213.0,24.2,17.6,68.0,28.2,906.0,10.069,446.0,2021,6,11,True,False,False,False,False,False,True
2021-06-12,7.711,322.0,23.5,18.7,75.2,26.0,906.1,15.539,496.0,2021,6,12,False,False,False,False,False,False,True
2021-06-12,16.285,218.0,23.5,18.7,75.2,26.0,906.1,10.398,440.0,2021,6,12,True,False,False,False,False,False,True
2021-06-13,11.357,310.0,22.6,18.6,78.4,25.4,905.9,13.731,505.0,2021,6,13,False,False,False,False,False,False,True
2021-06-13,15.631,225.0,22.6,18.6,78.4,25.4,905.9,8.143,362.0,2021,6,13,True,False,False,False,False,False,True
2021-06-14,11.598,238.0,23.2,18.5,75.2,27.9,905.3,8.281,391.0,2021,6,14,True,False,False,False,False,False,True
2021-06-14,4.026,304.0,23.2,18.5,75.2,27.9,905.3,16.191,482.0,2021,6,14,False,False,False,False,False,False,True
2021-06-15,11.733,240.0,23.4,19.0,77.0,23.8,904.9,10.909,386.0,2021,6,15,True,False,False,False,False,False,True
2021-06-15,13.331,309.0,23.4,19.0,77.0,23.8,904.9,13.909,478.0,2021,6,15,False,False,False,False,False,False,True
2021-06-16,18.637,297.0,23.5,19.1,77.6,23.3,906.2,11.781,498.0,2021,6,16,False,False,False,False,False,False,True
2021-06-16,15.548,238.0,23.5,19.1,77.6,23.3,906.2,7.487,399.0,2021,6,16,True,False,False,False,False,False,True
2021-06-17,17.227,226.0,23.7,18.6,74.3,27.3,906.9,7.973,400.0,2021,6,17,True,False,False,False,False,False,True
2021-06-17,22.662,271.0,23.7,18.6,74.3,27.3,906.9,12.086,478.0,2021,6,17,False,False,False,False,False,False,True
2021-06-18,22.111,263.0,23.9,18.2,71.4,25.0,908.2,11.429,486.0,2021,6,18,False,False,False,False,False,False,True
2021-06-18,14.54,215.0,23.9,18.2,71.4,25.0,908.2,10.067,389.0,2021,6,18,True,False,False,False,False,False,True
2021-06-19,15.127,215.0,23.5,17.8,71.5,26.0,909.3,12.67,389.0,2021,6,19,True,False,False,False,False,False,True
2021-06-19,14.437,269.0,23.5,17.8,71.5,26.0,909.3,16.367,502.0,2021,6,19,False,False,False,False,False,False,True
2021-06-20,17.009,259.0,24.4,17.8,68.4,22.6,909.5,13.239,502.0,2021,6,20,False,False,False,False,False,False,True
2021-06-20,19.127,212.0,24.4,17.8,68.4,22.6,909.5,10.725,391.0,2021,6,20,True,False,False,False,False,False,True
2021-06-21,10.711,260.0,24.9,18.2,68.5,18.4,908.5,10.712,510.0,2021,6,21,False,False,False,False,False,False,True
2021-06-21,13.902,219.0,24.9,18.2,68.5,18.4,908.5,12.597,390.0,2021,6,21,True,False,False,False,False,False,True
2021-06-22,12.363,276.0,24.3,17.5,66.7,16.2,907.9,11.407,485.0,2021,6,22,False,False,False,False,False,False,True
2021-06-22,18.069,217.0,24.3,17.5,66.7,16.2,907.9,12.726,393.0,2021,6,22,True,False,False,False,False,False,True
2021-06-23,9.24,276.0,24.8,18.1,67.3,12.4,907.6,19.538,491.0,2021,6,23,False,False,False,False,False,False,True
2021-06-23,16.508,217.0,24.8,18.1,67.3,12.4,907.6,11.394,390.0,2021,6,23,True,False,False,False,False,False,True
2021-06-24,15.953,215.0,24.0,17.8,70.1,18.5,908.2,8.449,391.0,2021,6,24,True,False,False,False,False,False,True
2021-06-24,12.8,275.0,24.0,17.8,70.1,18.5,908.2,26.404,499.0,2021,6,24,False,False,False,False,False,False,True
2021-06-25,24.052,254.0,24.4,16.4,64.1,21.9,906.9,28.234,476.0,2021,6,25,False,False,False,False,False,False,True
2021-06-25,12.592,208.0,24.4,16.4,64.1,21.9,906.9,10.318,397.0,2021,6,25,True,False,False,False,False,False,True
2021-06-26,24.773,237.0,22.7,18.5,78.8,18.8,906.9,23.637,485.0,2021,6,26,False,False,False,False,False,False,True
2021-06-26,14.755,200.0,22.7,18.5,78.8,18.8,906.9,10.815,395.0,2021,6,26,True,False,False,False,False,False,True
2021-06-27,22.497,223.0,21.8,19.4,86.6,12.3,907.8,24.229,450.0,2021,6,27,False,False,False,False,False,False,True
2021-06-27,27.363,225.0,21.8,19.4,86.6,12.3,907.8,14.49,495.0,2021,6,27,True,False,False,False,False,False,True
2021-06-28,13.954,229.0,23.5,17.9,72.4,9.2,907.4,33.297,489.0,2021,6,28,False,False,False,False,False,False,True
2021-06-28,15.292,193.0,23.5,17.9,72.4,9.2,907.4,9.073,393.0,2021,6,28,True,False,False,False,False,False,True
2021-06-29,18.585,177.0,26.2,18.7,65.5,10.1,906.9,7.199,400.0,2021,6,29,True,False,False,False,False,False,True
2021-06-29,15.334,224.0,26.2,18.7,65.5,10.1,906.9,20.814,486.0,2021,6,29,False,False,False,False,False,False,True
2021-06-30,14.634,171.0,27.8,18.7,59.0,9.9,906.9,6.777,402.0,2021,6,30,True,False,False,False,False,False,True
2021-06-30,17.964,237.0,27.8,18.7,59.0,9.9,906.9,26.271,493.0,2021,6,30,False,False,False,False,False,False,True
2021-07-01,18.511,169.0,25.5,20.0,72.8,14.2,906.0,9.85,397.0,2021,7,1,True,False,False,False,False,True,False
2021-07-01,18.472,232.0,25.5,20.0,72.8,14.2,906.0,14.758,466.0,2021,7,1,False,False,False,False,False,True,False
2021-07-02,21.866,508.0,25.8,18.4,64.4,16.0,906.8,14.085,487.0,2021,7,2,False,False,False,False,False,True,False
2021-07-02,10.121,447.0,25.8,18.4,64.4,16.0,906.8,15.308,385.0,2021,7,2,True,False,False,False,False,True,False
2021-07-03,11.864,176.0,25.6,18.2,64.7,12.1,907.1,15.266,371.0,2021,7,3,True,False,False,False,False,True,False
2021-07-03,17.567,226.0,25.6,18.2,64.7,12.1,907.1,21.898,475.0,2021,7,3,False,False,False,False,False,True,False
2021-07-04,22.818,221.0,24.5,19.1,73.0,14.2,907.6,26.527,500.0,2021,7,4,False,False,False,False,False,True,False
2021-07-04,14.911,176.0,24.5,19.1,73.0,14.2,907.6,12.911,389.0,2021,7,4,True,False,False,False,False,True,False
2021-07-06,18.903,196.0,25.4,19.6,71.3,8.4,905.7,26.007,450.0,2021,7,6,False,False,False,False,False,True,False
2021-07-06,23.607,156.0,25.4,19.6,71.3,8.4,905.7,11.992,397.0,2021,7,6,True,False,False,False,False,True,False
2021-07-07,14.974,160.0,24.9,20.0,74.8,12.7,906.1,12.008,400.0,2021,7,7,True,False,False,False,False,True,False
2021-07-07,20.535,200.0,24.9,20.0,74.8,12.7,906.1,28.501,493.0,2021,7,7,False,False,False,False,False,True,False
2021-07-08,18.626,217.0,25.0,19.7,73.7,11.6,905.7,29.918,466.0,2021,7,8,False,False,False,False,False,True,False
2021-07-08,15.425,174.0,25.0,19.7,73.7,11.6,905.7,11.037,382.0,2021,7,8,True,False,False,False,False,True,False
2021-07-09,12.908,201.0,23.8,19.6,78.3,15.8,904.4,20.288,480.0,2021,7,9,False,False,False,False,False,True,False
2021-07-09,13.979,162.0,23.8,19.6,78.3,15.8,904.4,9.682,377.0,2021,7,9,True,False,False,False,False,True,False
2021-07-10,16.053,158.0,22.8,18.6,78.4,22.1,904.0,12.318,382.0,2021,7,10,True,False,False,False,False,True,False
2021-07-10,14.164,194.0,22.8,18.6,78.4,22.1,904.0,22.05,466.0,2021,7,10,False,False,False,False,False,True,False
2021-07-11,14.651,212.0,22.7,18.4,77.2,23.9,903.9,21.92,489.0,2021,7,11,False,False,False,False,False,True,False
2021-07-11,13.577,166.0,22.7,18.4,77.2,23.9,903.9,12.969,390.0,2021,7,11,True,False,False,False,False,True,False
2021-07-13,18.813,171.0,22.2,19.4,84.2,18.8,905.0,8.814,375.0,2021,7,13,True,False,False,False,False,True,False
2021-07-13,14.457,215.0,22.2,19.4,84.2,18.8,905.0,19.519,477.0,2021,7,13,False,False,False,False,False,True,False
2021-07-14,25.823,207.0,21.9,20.2,90.3,16.4,905.1,20.096,493.0,2021,7,14,False,False,False,False,False,True,False
2021-07-14,17.396,168.0,21.9,20.2,90.3,16.4,905.1,9.516,382.0,2021,7,14,True,False,False,False,False,True,False
2021-07-15,18.019,207.0,22.3,20.0,87.0,17.4,905.0,7.761,385.0,2021,7,15,True,False,False,False,False,True,False
2021-07-15,18.245,207.0,22.3,20.0,87.0,17.4,905.0,10.719,499.0,2021,7,15,False,False,False,False,False,True,False
2021-07-16,17.407,206.0,22.9,19.7,82.6,16.3,906.9,20.603,489.0,2021,7,16,False,False,False,False,False,True,False
2021-07-16,21.288,166.0,22.9,19.7,82.6,16.3,906.9,9.201,389.0,2021,7,16,True,False,False,False,False,True,False
2021-07-17,17.65,169.0,23.2,19.7,81.6,16.3,906.7,16.932,398.0,2021,7,17,True,False,False,False,False,True,False
2021-07-17,14.593,200.0,23.2,19.7,81.6,16.3,906.7,26.035,477.0,2021,7,17,False,False,False,False,False,True,False
2021-07-18,8.654,219.0,23.0,19.7,82.2,20.4,906.0,21.379,479.0,2021,7,18,False,False,False,False,False,True,False
2021-07-18,21.259,169.0,23.0,19.7,82.2,20.4,906.0,16.069,384.0,2021,7,18,True,False,False,False,False,True,False
2021-07-20,24.546,211.0,22.7,19.3,82.0,24.0,908.0,21.165,494.0,2021,7,20,False,False,False,False,False,True,False
2021-07-20,24.917,163.0,22.7,19.3,82.0,24.0,908.0,16.597,389.0,2021,7,20,True,False,False,False,False,True,False
2021-07-21,23.042,164.0,22.6,19.3,81.7,22.8,906.5,6.807,392.0,2021,7,21,True,False,False,False,False,True,False
2021-07-21,29.29,199.0,22.6,19.3,81.7,22.8,906.5,6.444,500.0,2021,7,21,False,False,False,False,False,True,False
2021-07-22,17.027,171.0,21.9,19.1,84.5,26.2,904.0,13.807,387.0,2021,7,22,True,False,False,False,False,True,False
2021-07-22,22.41,208.0,21.9,19.1,84.5,26.2,904.0,20.672,500.0,2021,7,22,False,False,False,False,False,True,False
2021-07-23,14.778,174.0,22.6,19.3,82.1,23.8,904.4,13.312,396.0,2021,7,23,True,False,False,False,False,True,False
2021-07-23,15.778,218.0,22.6,19.3,82.1,23.8,904.4,22.424,483.0,2021,7,23,False,False,False,False,False,True,False
2021-07-24,14.255,176.0,23.5,19.8,80.3,21.7,905.8,8.799,387.0,2021,7,24,True,False,False,False,False,True,False
2021-07-24,19.679,216.0,23.5,19.8,80.3,21.7,905.8,15.207,458.0,2021,7,24,False,False,False,False,False,True,False
2021-07-25,19.883,176.0,23.7,19.8,80.3,20.3,906.8,10.893,385.0,2021,7,25,True,False,False,False,False,True,False
2021-07-25,26.878,217.0,23.7,19.8,80.3,20.3,906.8,14.993,490.0,2021,7,25,False,False,False,False,False,True,False
2021-07-27,20.848,223.0,23.5,18.4,74.5,24.5,906.7,28.965,475.0,2021,7,27,True,False,False,False,False,True,False
2021-07-27,37.194,227.0,23.5,18.4,74.5,24.5,906.7,16.48,466.0,2021,7,27,False,False,False,False,False,True,False
2021-07-28,17.246,182.0,23.8,18.3,72.6,24.2,907.3,10.041,372.0,2021,7,28,True,False,False,False,False,True,False
2021-07-28,19.008,225.0,23.8,18.3,72.6,24.2,907.3,17.763,491.0,2021,7,28,False,False,False,False,False,True,False
2021-07-29,13.42,192.0,23.5,18.3,73.3,23.4,907.9,7.585,396.0,2021,7,29,True,False,False,False,False,True,False
2021-07-29,19.295,226.0,23.5,18.3,73.3,23.4,907.9,20.792,478.0,2021,7,29,False,False,False,False,False,True,False
2021-07-30,8.896,198.0,23.2,18.8,77.9,22.0,908.5,5.059,386.0,2021,7,30,True,False,False,False,False,True,False
2021-07-30,23.587,221.0,23.2,18.8,77.9,22.0,908.5,22.463,486.0,2021,7,30,False,False,False,False,False,True,False
2021-07-31,15.425,174.0,24.3,17.9,68.5,22.7,908.9,5.913,390.0,2021,7,31,True,False,False,False,False,True,False
2021-07-31,18.626,217.0,24.3,17.9,68.5,22.7,908.9,27.448,476.0,2021,7,31,False,False,False,False,False,True,False
2021-08-01,6.114,179.0,23.4,18.0,72.6,21.4,907.8,7.518,388.0,2021,8,1,True,False,False,False,False,True,False
2021-08-01,9.712,220.0,23.4,18.0,72.6,21.4,907.8,20.721,469.0,2021,8,1,False,False,False,False,False,True,False
2021-08-03,19.475,174.0,23.8,18.6,73.3,21.7,909.5,6.44,431.0,2021,8,3,True,False,False,False,False,True,False
2021-08-03,22.414,229.0,23.8,18.6,73.3,21.7,909.5,10.088,544.0,2021,8,3,False,False,False,False,False,True,False
2021-08-04,10.855,167.0,23.6,18.8,75.1,23.0,909.2,7.072,402.0,2021,8,4,True,False,False,False,False,True,False
2021-08-04,33.122,229.0,23.6,18.8,75.1,23.0,909.2,15.635,537.0,2021,8,4,False,False,False,False,False,True,False
2021-08-05,7.277,165.0,23.5,19.5,79.8,20.3,907.4,7.897,412.0,2021,8,5,True,False,False,False,False,True,False
2021-08-05,24.538,220.0,23.5,19.5,79.8,20.3,907.4,24.246,525.0,2021,8,5,False,False,False,False,False,True,False
2021-08-06,6.241,213.0,23.8,19.5,77.9,17.6,906.9,7.697,420.0,2021,8,6,True,False,False,False,False,True,False
2021-08-06,17.154,241.0,23.8,19.5,77.9,17.6,906.9,18.589,512.0,2021,8,6,False,False,False,False,False,True,False
2021-08-07,13.812,249.0,24.2,19.2,75.2,14.8,907.4,17.538,542.0,2021,8,7,False,False,False,False,False,True,False
2021-08-07,6.733,229.0,24.2,19.2,75.2,14.8,907.4,5.571,420.0,2021,8,7,True,False,False,False,False,True,False
2021-08-08,4.973,246.0,24.8,19.2,72.2,12.9,908.1,6.289,420.0,2021,8,8,True,False,False,False,False,True,False
2021-08-08,11.497,262.0,24.8,19.2,72.2,12.9,908.1,10.635,525.0,2021,8,8,False,False,False,False,False,True,False
2021-08-09,4.407,254.0,25.2,19.5,72.0,14.6,908.3,7.358,415.0,2021,8,9,True,False,False,False,False,True,False
2021-08-09,15.748,261.0,25.2,19.5,72.0,14.6,908.3,18.497,538.0,2021,8,9,False,False,False,False,False,True,False
2021-08-10,19.797,268.0,23.3,19.8,81.2,16.0,908.5,24.569,510.0,2021,8,10,False,False,False,False,False,True,False
2021-08-10,7.791,251.0,23.3,19.8,81.2,16.0,908.5,8.293,418.0,2021,8,10,True,False,False,False,False,True,False
2021-08-11,9.406,236.0,24.3,19.1,73.9,15.2,908.5,6.1,422.0,2021,8,11,True,False,False,False,False,True,False
2021-08-11,20.656,266.0,24.3,19.1,73.9,15.2,908.5,22.862,533.0,2021,8,11,False,False,False,False,False,True,False
2021-08-12,14.48,292.0,23.2,18.4,75.1,19.2,909.1,21.378,533.0,2021,8,12,False,False,False,False,False,True,False
2021-08-12,9.096,242.0,23.2,18.4,75.1,19.2,909.1,4.823,426.0,2021,8,12,True,False,False,False,False,True,False
2021-08-13,17.147,284.0,23.5,18.8,75.5,14.3,907.6,22.346,530.0,2021,8,13,False,False,False,False,False,True,False
2021-08-13,9.203,247.0,23.5,18.8,75.5,14.3,907.6,4.951,422.0,2021,8,13,True,False,False,False,False,True,False
2021-08-14,10.435,251.0,23.5,18.2,73.3,18.4,906.6,7.0,426.0,2021,8,14,True,False,False,False,False,True,False
2021-08-14,18.195,290.0,23.5,18.2,73.3,18.4,906.6,24.57,501.0,2021,8,14,False,False,False,False,False,True,False
2021-08-16,11.747,252.0,22.9,18.8,78.9,17.1,907.8,8.574,420.0,2021,8,16,True,False,False,False,False,True,False
2021-08-16,15.056,295.0,22.9,18.8,78.9,17.1,907.8,30.99,562.0,2021,8,16,False,False,False,False,False,True,False
2021-08-17,10.448,257.0,23.2,18.9,77.2,17.7,907.7,6.714,420.0,2021,8,17,True,False,False,False,False,True,False
2021-08-17,23.797,298.0,23.2,18.9,77.2,17.7,907.7,25.015,550.0,2021,8,17,False,False,False,False,False,True,False
2021-08-18,10.129,260.0,23.4,18.8,76.5,19.2,906.6,5.037,417.0,2021,8,18,True,False,False,False,False,True,False
2021-08-18,16.714,367.0,23.4,18.8,76.5,19.2,906.6,15.788,530.0,2021,8,18,False,False,False,False,False,True,False
2021-08-19,15.8,310.0,23.2,18.9,78.5,16.8,906.5,14.376,545.0,2021,8,19,False,False,False,False,False,True,False
2021-08-19,13.8,253.0,23.2,18.9,78.5,16.8,906.5,5.884,426.0,2021,8,19,True,False,False,False,False,True,False
2021-08-20,15.0,232.0,24.0,19.0,74.4,10.8,907.4,6.412,411.0,2021,8,20,True,False,False,False,False,True,False
2021-08-20,21.485,299.0,24.0,19.0,74.4,10.8,907.4,15.994,528.0,2021,8,20,False,False,False,False,False,True,False
2021-08-21,15.932,295.0,22.0,19.2,84.8,7.6,908.7,15.539,526.0,2021,8,21,False,False,False,False,False,True,False
2021-08-21,14.759,224.0,22.0,19.2,84.8,7.6,908.7,7.104,431.0,2021,8,21,True,False,False,False,False,True,False
2021-08-22,8.734,291.0,22.3,19.4,84.8,6.5,908.4,18.17,520.0,2021,8,22,False,False,False,False,False,True,False
2021-08-22,14.524,224.0,22.3,19.4,84.8,6.5,908.4,5.972,428.0,2021,8,22,True,False,False,False,False,True,False
2021-08-23,8.317,301.0,23.0,19.5,82.3,11.3,908.0,15.619,525.0,2021,8,23,False,False,False,False,False,True,False
2021-08-23,9.887,243.0,23.0,19.5,82.3,11.3,908.0,4.832,417.0,2021,8,23,True,False,False,False,False,True,False
2021-08-24,15.179,243.0,24.3,19.6,76.4,11.2,907.8,3.46,443.0,2021,8,24,True,False,False,False,False,True,False
2021-08-24,14.692,319.0,24.3,19.6,76.4,11.2,907.8,21.95,530.0,2021,8,24,False,False,False,False,False,True,False
2021-08-25,10.473,334.0,23.5,19.5,79.4,11.3,907.0,20.149,579.0,2021,8,25,False,False,False,False,False,True,False
2021-08-25,14.736,245.0,23.5,19.5,79.4,11.3,907.0,5.438,470.0,2021,8,25,True,False,False,False,False,True,False
2021-08-26,14.632,319.0,23.9,19.4,77.7,12.4,905.6,21.836,604.0,2021,8,26,False,False,False,False,False,True,False
2021-08-26,10.86,252.0,23.9,19.4,77.7,12.4,905.6,7.251,458.0,2021,8,26,True,False,False,False,False,True,False
2021-08-27,16.243,314.0,23.2,20.1,83.5,14.3,905.2,15.797,588.0,2021,8,27,False,False,False,False,False,True,False
2021-08-27,9.298,267.0,23.2,20.1,83.5,14.3,905.2,8.192,450.0,2021,8,27,True,False,False,False,False,True,False
2021-08-28,6.72,271.0,22.5,19.1,81.9,16.6,904.3,5.993,450.0,2021,8,28,True,False,False,False,False,True,False
2021-08-28,19.908,310.0,22.5,19.1,81.9,16.6,904.3,16.645,600.0,2021,8,28,False,False,False,False,False,True,False
2021-08-29,29.771,290.0,22.6,18.3,77.5,19.7,904.2,17.071,620.0,2021,8,29,False,False,False,False,False,True,False
2021-08-29,6.503,268.0,22.6,18.3,77.5,19.7,904.2,5.128,458.0,2021,8,29,True,False,False,False,False,True,False
2021-08-30,8.163,264.0,22.5,18.3,78.2,17.6,905.4,5.283,466.0,2021,8,30,True,False,False,False,False,True,False
2021-08-30,18.013,293.0,22.5,18.3,78.2,17.6,905.4,19.563,591.0,2021,8,30,False,False,False,False,False,True,False
2021-08-31,12.193,314.0,24.5,17.9,68.3,13.4,906.6,9.836,621.0,2021,8,31,False,False,False,False,False,True,False
2021-08-31,11.475,259.0,24.5,17.9,68.3,13.4,906.6,6.6,459.0,2021,8,31,True,False,False,False,False,True,False
2021-09-01,19.715,301.0,24.1,18.6,72.5,11.3,907.5,14.728,571.0,2021,9,1,False,False,False,False,True,False,False
2021-09-01,11.752,257.0,24.1,18.6,72.5,11.3,907.5,7.246,452.0,2021,9,1,True,False,False,False,True,False,False
2021-09-02,11.456,265.0,22.9,19.3,81.1,14.2,907.1,7.175,460.0,2021,9,2,True,False,False,False,True,False,False
2021-09-02,8.636,321.0,22.9,19.3,81.1,14.2,907.1,12.973,573.0,2021,9,2,False,False,False,False,True,False,False
2021-09-03,12.205,320.0,22.1,19.5,85.2,12.9,906.6,9.582,597.0,2021,9,3,False,False,False,False,True,False,False
2021-09-03,11.371,266.0,22.1,19.5,85.2,12.9,906.6,5.334,461.0,2021,9,3,True,False,False,False,True,False,False
2021-09-04,11.568,259.0,22.5,19.1,81.6,18.6,906.6,4.96,444.0,2021,9,4,True,False,False,False,True,False,False
2021-09-04,11.936,321.0,22.5,19.1,81.6,18.6,906.6,12.119,619.0,2021,9,4,False,False,False,False,True,False,False
2021-09-05,13.428,239.0,22.4,19.2,82.7,20.5,906.3,6.772,485.0,2021,9,5,True,False,False,False,True,False,False
2021-09-05,22.004,305.0,22.4,19.2,82.7,20.5,906.3,17.285,619.0,2021,9,5,False,False,False,False,True,False,False
2021-09-06,18.58,294.0,22.5,18.8,80.3,22.3,906.1,24.524,588.0,2021,9,6,False,False,False,False,True,False,False
2021-09-06,10.919,221.0,22.5,18.8,80.3,22.3,906.1,6.752,467.0,2021,9,6,True,False,False,False,True,False,False
2021-09-07,13.88,214.0,22.6,18.4,77.8,24.1,906.1,8.568,450.0,2021,9,7,True,False,False,False,True,False,False
2021-09-07,23.246,284.0,22.6,18.4,77.8,24.1,906.1,15.879,590.0,2021,9,7,False,False,False,False,True,False,False
2021-09-08,20.242,274.0,23.0,18.5,76.5,21.9,907.8,12.789,596.0,2021,9,8,False,False,False,False,True,False,False
2021-09-08,13.17,214.0,23.0,18.5,76.5,21.9,907.8,8.94,482.0,2021,9,8,True,False,False,False,True,False,False
2021-09-09,16.921,270.0,24.1,18.9,73.7,19.6,908.7,17.475,596.0,2021,9,9,False,False,False,False,True,False,False
2021-09-09,15.582,216.0,24.1,18.9,73.7,19.6,908.7,12.419,455.0,2021,9,9,True,False,False,False,True,False,False
2021-09-10,16.878,265.0,24.1,18.7,73.5,18.9,907.7,14.509,590.0,2021,9,10,False,False,False,False,True,False,False
2021-09-10,15.696,210.0,24.1,18.7,73.5,18.9,907.7,9.543,425.0,2021,9,10,True,False,False,False,True,False,False
2021-09-11,24.84,254.0,24.1,19.0,74.3,22.6,906.8,15.095,596.0,2021,9,11,False,False,False,False,True,False,False
2021-09-11,16.04,213.0,24.1,19.0,74.3,22.6,906.8,6.253,451.0,2021,9,11,True,False,False,False,True,False,False
2021-09-12,12.813,219.0,24.1,18.8,72.7,25.7,905.6,8.829,445.0,2021,9,12,True,False,False,False,True,False,False
2021-09-12,22.061,251.0,24.1,18.8,72.7,25.7,905.6,15.879,590.0,2021,9,12,False,False,False,False,True,False,False
2021-09-13,9.666,230.0,24.0,19.0,74.1,25.6,905.3,8.197,450.0,2021,9,13,True,False,False,False,True,False,False
2021-09-13,16.086,259.0,24.0,19.0,74.1,25.6,905.3,12.235,606.0,2021,9,13,False,False,False,False,True,False,False
2021-09-14,8.732,231.0,24.3,18.6,71.5,21.4,906.2,8.742,480.0,2021,9,14,True,False,False,False,True,False,False
2021-09-14,13.772,275.0,24.3,18.6,71.5,21.4,906.2,15.592,596.0,2021,9,14,False,False,False,False,True,False,False
2021-09-15,10.95,231.0,24.0,18.8,73.8,16.5,907.1,7.985,485.0,2021,9,15,True,False,False,False,True,False,False
2021-09-15,13.692,275.0,24.0,18.8,73.8,16.5,907.1,28.016,611.0,2021,9,15,False,False,False,False,True,False,False
2021-09-17,9.263,226.0,25.2,17.3,63.6,12.5,907.0,7.603,484.0,2021,9,17,True,False,False,False,True,False,False
2021-09-17,19.381,279.0,25.2,17.3,63.6,12.5,907.0,19.747,603.0,2021,9,17,False,False,False,False,True,False,False
2021-09-18,15.268,279.0,25.6,17.4,62.1,7.3,908.4,24.316,580.0,2021,9,18,False,False,False,False,True,False,False
2021-09-18,7.835,223.0,25.6,17.4,62.1,7.3,908.4,7.208,486.0,2021,9,18,True,False,False,False,True,False,False
2021-09-19,21.246,272.0,25.4,18.7,68.0,5.8,909.2,23.876,605.0,2021,9,19,False,False,False,False,True,False,False
2021-09-19,15.096,221.0,25.4,18.7,68.0,5.8,909.2,7.611,482.0,2021,9,19,True,False,False,False,True,False,False
2021-09-20,13.947,273.0,23.3,19.9,82.5,8.8,908.4,30.253,560.0,2021,9,20,False,False,False,False,True,False,False
2021-09-20,12.559,230.0,23.3,19.9,82.5,8.8,908.4,10.585,450.0,2021,9,20,True,False,False,False,True,False,False
